city_key,city,country,short_description,latitude,longitude,avg_temp_monthly,ideal_durations,budget_level,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,Category,Approximate Annual Tourists,Famous Foods,Best Time to Visit,Cost of Living,Safety,Cultural Significance,Description,Cost_index,"Meal, Inexpensive Restaurant",One-way Ticket (Local Transport),Monthly Pass (Regular Price),Taxi Start (Normal Tariff),Apartment (1 bedroom) in City Centre,Average Monthly Net Salary (After Tax)
lagos,Lagos,Portugal,"Charming cobblestone streets lead to golden beaches and dramatic cliffs, where the ocean breeze mingles with the aroma of grilled seafood.",371.027.964,-86.728.689,"{""1"":{""avg"":14.7,""max"":17,""min"":12.8},""2"":{""avg"":15,""max"":17.5,""min"":13},""3"":{""avg"":15.8,""max"":18.3,""min"":13.5},""4"":{""avg"":16.7,""max"":19.6,""min"":14.2},""5"":{""avg"":18.7,""max"":22.1,""min"":15.4},""6"":{""avg"":20.2,""max"":23.9,""min"":16.2},""7"":{""avg"":21.8,""max"":26.8,""min"":16.9},""8"":{""avg"":22,""max"":27,""min"":17.4},""9"":{""avg"":21.4,""max"":25.1,""min"":18.3},""10"":{""avg"":19.7,""max"":22.8,""min"":17.4},""11"":{""avg"":17.2,""max"":19.6,""min"":15.3},""12"":{""avg"":15.7,""max"":18,""min"":13.8}}","[""Weekend"",""One week"",""Short trip""]",Mid-range,3,4,4,5,4,4,3,3,3,,,,,,,,,,,,,,,
tallinn,Tallinn,Estonia,"Medieval lanes, vibrant markets, and the scent of fresh pastries create an enchanting atmosphere that's both historic and inviting.",594.372.155,247.453.688,"{""1"":{""avg"":-2.2,""max"":0.2,""min"":-3.9},""2"":{""avg"":-1.5,""max"":0.5,""min"":-3.9},""3"":{""avg"":0.5,""max"":4.9,""min"":-2.2},""4"":{""avg"":4.9,""max"":8.9,""min"":1},""5"":{""avg"":11,""max"":15.1,""min"":5.4},""6"":{""avg"":16,""max"":20.4,""min"":10.9},""7"":{""avg"":17.6,""max"":21.7,""min"":13.5},""8"":{""avg"":17.2,""max"":21.5,""min"":13},""9"":{""avg"":12.9,""max"":16.9,""min"":9.4},""10"":{""avg"":7.2,""max"":10,""min"":4.8},""11"":{""avg"":3,""max"":5.2,""min"":1.3},""12"":{""avg"":-0.2,""max"":0.7,""min"":-3}}","[""Short trip"",""One week"",""Weekend""]",Mid-range,4,2,3,2,3,4,3,4,3,,,,,,,,,52.05,8.0,2.0,27.0,2.5,541.44,1209.52
paris,Paris,France,Charming streets lined with artful boutiques and the aroma of freshly baked pastries create a romantic and timeless atmosphere.,488.588.897,23.200.410.217.200.700,"{""1"":{""avg"":5.5,""max"":7.9,""min"":2.9},""2"":{""avg"":6.8,""max"":10,""min"":3.8},""3"":{""avg"":9,""max"":13.4,""min"":5.4},""4"":{""avg"":12.3,""max"":17.4,""min"":7.7},""5"":{""avg"":15.7,""max"":20.7,""min"":11},""6"":{""avg"":19.9,""max"":25.2,""min"":15.2},""7"":{""avg"":21.6,""max"":27.1,""min"":16.6},""8"":{""avg"":21.3,""max"":26.8,""min"":16.5},""9"":{""avg"":17.6,""max"":22.5,""min"":13.2},""10"":{""avg"":13.6,""max"":17.4,""min"":10.4},""11"":{""avg"":8.9,""max"":11.7,""min"":6.2},""12"":{""avg"":7,""max"":9.2,""min"":4.6}}","[""Short trip"",""One week"",""Weekend""]",Luxury,5,2,3,1,5,5,4,5,2,City,35-40 million,"Croissants, Baguettes, Cheese",Spring (April-May) or Fall (Sept-Oct),High,"Generally safe, but watch out for pickpockets","Home to iconic landmarks like the Eiffel Tower, Louvre Museum, and Notre-Dame Cathedral.","A city of art, fashion, and culture, featuring world-famous landmarks and museums.",85.3,15.0,1.9,75.0,5.0,1194.71,2221.18
puglia,Puglia,Italy,"Sun-drenched coastlines, charming whitewashed villages, and the aroma of olive groves create a serene and inviting atmosphere.",409.842.539,166.210.027,"{""1"":{""avg"":8.5,""max"":12.5,""min"":4.6},""2"":{""avg"":9.8,""max"":14,""min"":5.5},""3"":{""avg"":11.5,""max"":15.8,""min"":7.5},""4"":{""avg"":13.8,""max"":18.2,""min"":8.9},""5"":{""avg"":18.4,""max"":22.8,""min"":13.6},""6"":{""avg"":24,""max"":28.2,""min"":18.8},""7"":{""avg"":26.5,""max"":30.9,""min"":21.1},""8"":{""avg"":26.4,""max"":30.8,""min"":21.4},""9"":{""avg"":22.3,""max"":26.6,""min"":17.8},""10"":{""avg"":17.7,""max"":22.1,""min"":13.5},""11"":{""avg"":14.1,""max"":18.1,""min"":10.3},""12"":{""avg"":10.1,""max"":14.2,""min"":6.4}}","[""Short trip"",""One week"",""Weekend""]",Mid-range,4,3,4,4,3,5,4,3,4,,,,,,,,,,,,,,,
biarritz,Biarritz,France,"Ocean breezes mix with the scent of fresh pastries, while sunlit beaches and elegant architecture create a laid-back yet sophisticated vibe.",434.832.523,-15.592.776,"{""1"":{""avg"":8.6,""max"":11.8,""min"":4.5},""2"":{""avg"":10.1,""max"":14,""min"":6},""3"":{""avg"":12,""max"":16.8,""min"":8.1},""4"":{""avg"":13.7,""max"":17.4,""min"":9.2},""5"":{""avg"":16,""max"":19.8,""min"":12.2},""6"":{""avg"":19,""max"":22.9,""min"":15.4},""7"":{""avg"":21.2,""max"":24.5,""min"":17.4},""8"":{""avg"":21.4,""max"":25.3,""min"":17.5},""9"":{""avg"":19.1,""max"":23.8,""min"":14.7},""10"":{""avg"":16.5,""max"":21.1,""min"":12.2},""11"":{""avg"":12.3,""max"":16,""min"":8.3},""12"":{""avg"":10.7,""max"":13.9,""min"":6.6}}","[""Short trip"",""One week"",""Weekend""]",Mid-range,3,4,4,5,3,4,4,3,3,,,,,,,,,,,,,,,
sintra,Sintra,Portugal,"Misty mornings reveal enchanting palaces and lush gardens, offering a fairytale-like atmosphere that captivates and inspires wanderlust.",3.879.846,-93.881,"{""1"":{""avg"":11,""max"":14.7,""min"":7.3},""2"":{""avg"":11.9,""max"":15.9,""min"":8.2},""3"":{""avg"":13.4,""max"":17.4,""min"":9.5},""4"":{""avg"":14.8,""max"":18.8,""min"":11},""5"":{""avg"":17.2,""max"":21.6,""min"":13.5},""6"":{""avg"":18.6,""max"":22.9,""min"":15.3},""7"":{""avg"":20.6,""max"":25.6,""min"":16.8},""8"":{""avg"":20.9,""max"":26.2,""min"":16.9},""9"":{""avg"":20,""max"":25.3,""min"":15.8},""10"":{""avg"":18,""max"":22.6,""min"":14.1},""11"":{""avg"":14.2,""max"":17.9,""min"":10.8},""12"":{""avg"":12.4,""max"":15.8,""min"":9}}","[""Day trip"",""Weekend"",""Short trip""]",Mid-range,5,3,5,2,2,4,3,3,4,Town,1 million,"Seafood, Pastel de nata, Pastel de Belm",Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Historic town known for Pena National Palace, Moorish Castle, and romantic atmosphere.",,,,,,,,
hvar,Hvar,Croatia,"Sun-drenched beaches, fragrant lavender fields, and lively waterfronts create a vibrant yet relaxed atmosphere perfect for unwinding and exploring.",4.317.389.195,1.655.652.349.457.850,"{""1"":{""avg"":10.4,""max"":13.8,""min"":6.8},""2"":{""avg"":10.6,""max"":14.3,""min"":7.2},""3"":{""avg"":12.5,""max"":16.4,""min"":8.6},""4"":{""avg"":14.5,""max"":18.4,""min"":10.6},""5"":{""avg"":19.6,""max"":23.3,""min"":15.9},""6"":{""avg"":24.7,""max"":28.8,""min"":20.6},""7"":{""avg"":27.6,""max"":31.8,""min"":23.4},""8"":{""avg"":26.7,""max"":30.8,""min"":22.6},""9"":{""avg"":23.2,""max"":27.6,""min"":19.1},""10"":{""avg"":19.6,""max"":23.5,""min"":16.1},""11"":{""avg"":14.9,""max"":18.3,""min"":11.2},""12"":{""avg"":12,""max"":15,""min"":8.8}}","[""One week"",""Short trip"",""Weekend""]",Mid-range,3,3,4,5,5,4,3,3,2,,,,,,,,,,,,,,,
rostock,Rostock,Germany,"Charming cobblestone streets and historic architecture meet the refreshing sea breeze, creating a welcoming blend of maritime history and modern vibrancy.",540.886.707,121.400.211,"{""1"":{""avg"":2.1,""max"":4.2,""min"":-0.3},""2"":{""avg"":2.7,""max"":5.6,""min"":-0.2},""3"":{""avg"":4.6,""max"":8.5,""min"":0.7},""4"":{""avg"":7.8,""max"":12.7,""min"":2.6},""5"":{""avg"":12.7,""max"":17.8,""min"":6.8},""6"":{""avg"":16.9,""max"":22.2,""min"":10.8},""7"":{""avg"":17.6,""max"":22.7,""min"":12.1},""8"":{""avg"":18.2,""max"":23.7,""min"":12.3},""9"":{""avg"":14.7,""max"":19.8,""min"":9.7},""10"":{""avg"":10.4,""max"":13.9,""min"":6.6},""11"":{""avg"":5.8,""max"":8.2,""min"":3.1},""12"":{""avg"":3.6,""max"":5.5,""min"":1.3}}","[""Short trip"",""Weekend""]",Mid-range,4,3,3,4,3,3,3,3,3,,,,,,,,,,,,,,,
zakynthos,Zakynthos,Greece,"Golden sandy beaches, crystal-clear waters, and charming villages create a serene and inviting atmosphere perfect for relaxation and exploration.",37.789.138.449.999.900,20.790.089.567.090.100,"{""1"":{""avg"":11.8,""max"":14.9,""min"":8.1},""2"":{""avg"":12,""max"":15.5,""min"":7.3},""3"":{""avg"":13.5,""max"":17.1,""min"":8.6},""4"":{""avg"":17,""max"":20.6,""min"":11.2},""5"":{""avg"":20.6,""max"":24.9,""min"":14.4},""6"":{""avg"":25.7,""max"":30.6,""min"":19.1},""7"":{""avg"":28.9,""max"":34.3,""min"":21.8},""8"":{""avg"":28.7,""max"":33.6,""min"":22.2},""9"":{""avg"":24.8,""max"":29,""min"":19.3},""10"":{""avg"":20.5,""max"":24.4,""min"":15.3},""11"":{""avg"":16.6,""max"":20.5,""min"":12.5},""12"":{""avg"":13.1,""max"":16.3,""min"":9.9}}","[""Short trip"",""One week"",""Weekend""]",Mid-range,3,3,4,5,4,4,3,2,3,,,,,,,,,,,,,,,
reykjavik,Reykjavík,Iceland,"A city where modern design meets dramatic landscapes, offering cozy cafes, vibrant street art, and the ethereal glow of the northern lights.",64.145.981,-219.422.367,"{""1"":{""avg"":0.1,""max"":2.8,""min"":-2.8},""2"":{""avg"":1,""max"":3.7,""min"":-1.8},""3"":{""avg"":1.6,""max"":4.5,""min"":-1},""4"":{""avg"":4.3,""max"":7.5,""min"":1.6},""5"":{""avg"":6.9,""max"":10.2,""min"":4},""6"":{""avg"":9.7,""max"":12.9,""min"":7},""7"":{""avg"":11.6,""max"":14.9,""min"":9.1},""8"":{""avg"":11.2,""max"":14.5,""min"":8.5},""9"":{""avg"":8.6,""max"":11.6,""min"":6},""10"":{""avg"":5.5,""max"":8.2,""min"":3.1},""11"":{""avg"":2.7,""max"":5.1,""min"":0.2},""12"":{""avg"":0.4,""max"":2.9,""min"":-2.4}}","[""Short trip"",""One week"",""Weekend""]",Luxury,3,4,5,2,3,3,4,3,4,City,2.5 million,"Fish, Lamb, Skyr",Spring (May-June) or Fall (Sep-Oct),High,Generally safe,"The capital city, known for its colorful houses, museums, and vibrant culture.",,,,,,,,
naples,Naples,Italy,"Bustling streets filled with the aroma of pizza, vibrant street life, and historic architecture create a lively and authentic Italian experience.",408.358.846,142.487.679,"{""1"":{""avg"":9.6,""max"":13.1,""min"":6.1},""2"":{""avg"":10.7,""max"":14.5,""min"":7.6},""3"":{""avg"":11.1,""max"":16.7,""min"":5.5},""4"":{""avg"":15.1,""max"":19.4,""min"":10.8},""5"":{""avg"":18.6,""max"":22.5,""min"":15},""6"":{""avg"":23.5,""max"":27.7,""min"":19.2},""7"":{""avg"":26.7,""max"":30.7,""min"":22.5},""8"":{""avg"":26.5,""max"":31,""min"":22.5},""9"":{""avg"":23,""max"":27.5,""min"":19.5},""10"":{""avg"":19,""max"":22.9,""min"":15.2},""11"":{""avg"":14.6,""max"":18.4,""min"":11.4},""12"":{""avg"":11,""max"":15.2,""min"":7.8}}","[""Short trip"",""One week"",""Weekend""]",Mid-range,5,3,3,3,4,5,3,4,2,City,5 million,"Pizza, Pasta, Cannoli",Spring (April-May) or Fall (Sept-Oct),Medium,"Generally safe, but be aware of pickpockets","A vibrant city known for its delicious food, historical sites, and stunning coastline.","Famous for pizza, Pompeii, and proximity to the Amalfi Coast.",61.44,10.0,1.2,40.0,4.5,599.23,1114.23
luxembourg city,Luxembourg City,Luxembourg,"Charming cobblestone streets wind through lush valleys and historic fortresses, creating a serene yet vibrant atmosphere that's both inviting and intriguing.",496.112.768,6.129.799,"{""1"":{""avg"":1.9,""max"":4.1,""min"":-0.5},""2"":{""avg"":3.5,""max"":6.6,""min"":0.6},""3"":{""avg"":6.4,""max"":10.4,""min"":2.4},""4"":{""avg"":9.5,""max"":14.4,""min"":4.6},""5"":{""avg"":13.6,""max"":18.6,""min"":8.6},""6"":{""avg"":18,""max"":23.2,""min"":12.9},""7"":{""avg"":19.4,""max"":24.7,""min"":14.2},""8"":{""avg"":19.3,""max"":24.5,""min"":14.3},""9"":{""avg"":15.2,""max"":20.1,""min"":10.7},""10"":{""avg"":10.7,""max"":14.4,""min"":7.4},""11"":{""avg"":5.8,""max"":8.3,""min"":3.3},""12"":{""avg"":3.6,""max"":5.7,""min"":1.5}}","[""Short trip"",""Weekend""]",Luxury,4,2,3,1,3,4,3,4,3,City,1.5 million,"Judd mat Gaardebounen, Knppchen, Riesling",Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"The capital city, known for its medieval fortifications, picturesque streets, and museums.","The capital city, known for its medieval fortifications, picturesque streets, and museums.",,,,,,,
riga,Riga,Latvia,"Charming cobblestone streets, vibrant markets, and a blend of medieval and Art Nouveau architecture create a captivating and cozy atmosphere for exploration.",569.493.977,241.051.846,"{""1"":{""avg"":-0.6,""max"":1.2,""min"":-2.5},""2"":{""avg"":0.3,""max"":2.4,""min"":-1.8},""3"":{""avg"":3.8,""max"":6.5,""min"":1.2},""4"":{""avg"":7.6,""max"":11.5,""min"":3.9},""5"":{""avg"":12.6,""max"":16.5,""min"":8.4},""6"":{""avg"":19.2,""max"":23.1,""min"":15},""7"":{""avg"":19.2,""max"":22.5,""min"":15.6},""8"":{""avg"":19.1,""max"":22.7,""min"":15.5},""9"":{""avg"":14.7,""max"":18.2,""min"":11.5},""10"":{""avg"":9.4,""max"":12.1,""min"":6.9},""11"":{""avg"":4.3,""max"":5.9,""min"":2.5},""12"":{""avg"":-0.1,""max"":1.5,""min"":-1.8}}","[""Short trip"",""One week"",""Weekend""]",Mid-range,4,3,3,2,4,4,3,4,3,,,,,,,,,48.32,7.0,1.15,50.0,2.13,415.9,831.16
eindhoven,Eindhoven,Netherlands,"Innovative design and vibrant street art create a lively atmosphere, while cozy cafes and green spaces offer moments of relaxation and inspiration.",514.392.648,5.478.633,"{""1"":{""avg"":4,""max"":6.4,""min"":1.4},""2"":{""avg"":5.1,""max"":8.5,""min"":1.7},""3"":{""avg"":7,""max"":11,""min"":3.5},""4"":{""avg"":9.9,""max"":14.9,""min"":4.6},""5"":{""avg"":14.4,""max"":19.6,""min"":8.9},""6"":{""avg"":18.2,""max"":23.2,""min"":12.8},""7"":{""avg"":19,""max"":24,""min"":13.7},""8"":{""avg"":19.3,""max"":24.6,""min"":14.1},""9"":{""avg"":15.6,""max"":20.8,""min"":10.8},""10"":{""avg"":11.9,""max"":15.8,""min"":8.3},""11"":{""avg"":7.1,""max"":10.2,""min"":4},""12"":{""avg"":5.7,""max"":8,""min"":3.3}}","[""Weekend"",""Short trip""]",Mid-range,3,2,3,1,3,3,3,4,2,,,,,,,,,73.14,15.0,4.0,75.0,3.25,1126.0,2595.77
lisbon,Lisbon,Portugal,"Hillside streets alive with music, pastel-colored buildings, sunlit plazas, and the scent of fresh pastries give this city an irresistible warmth.",387.077.507,-91.365.919,"{""1"":{""avg"":11.9,""max"":15.5,""min"":9.2},""2"":{""avg"":12.9,""max"":16.6,""min"":10},""3"":{""avg"":14.1,""max"":18.4,""min"":10.7},""4"":{""avg"":16.1,""max"":20.8,""min"":12.7},""5"":{""avg"":19.4,""max"":24.3,""min"":15.4},""6"":{""avg"":20.8,""max"":26.1,""min"":17},""7"":{""avg"":22.8,""max"":28.5,""min"":18.6},""8"":{""avg"":23.1,""max"":29.2,""min"":18.9},""9"":{""avg"":21.9,""max"":26.9,""min"":18},""10"":{""avg"":19.3,""max"":23.4,""min"":16.2},""11"":{""avg"":15.3,""max"":18.5,""min"":12.8},""12"":{""avg"":13,""max"":16,""min"":10.4}}","[""Weekend"",""One week"",""Short trip""]",Mid-range,5,3,3,3,4,5,3,4,2,City,3.5 million,"Bacalhau, Pastel de nata, Sardinha",Spring (April-May) or Fall (Sept-Oct),Medium-high,"Generally safe, but watch out for pickpockets","Capital city known for its historic center, Seven Hills, and vibrant nightlife.",,49.05,8.0,1.6,35.0,3.5,900.33,976.71
bled,Bled,Slovenia,"A serene lakeside town where the emerald waters reflect the surrounding mountains, offering a peaceful escape and stunning natural beauty.",463.684.202,141.100.595,"{""1"":{""avg"":-2.5,""max"":0.3,""min"":-5.5},""2"":{""avg"":-1.2,""max"":2.2,""min"":-4.4},""3"":{""avg"":0.5,""max"":3,""min"":-2},""4"":{""avg"":1.9,""max"":5.2,""min"":-1.6},""5"":{""avg"":6.5,""max"":9.4,""min"":3.7},""6"":{""avg"":13.2,""max"":17.1,""min"":9.2},""7"":{""avg"":15,""max"":18.7,""min"":10.8},""8"":{""avg"":14.5,""max"":18.3,""min"":10.5},""9"":{""avg"":9.9,""max"":13.5,""min"":6.4},""10"":{""avg"":7.4,""max"":10.7,""min"":4.2},""11"":{""avg"":1.5,""max"":4.6,""min"":-1.5},""12"":{""avg"":-0.8,""max"":2.3,""min"":-3.9}}","[""Weekend"",""Short trip""]",Mid-range,3,4,5,2,2,3,3,2,4,,,,,,,,,,,,,,,
bilbao,Bilbao,Spain,"A vibrant blend of modern architecture and rich history, with bustling markets, delightful pintxos bars, and the soothing sound of the river.",432.630.018,-29.350.039,"{""1"":{""avg"":9.4,""max"":13.6,""min"":5},""2"":{""avg"":10.6,""max"":15.2,""min"":5.6},""3"":{""avg"":12,""max"":16.7,""min"":7.1},""4"":{""avg"":13.8,""max"":18.9,""min"":8.6},""5"":{""avg"":16.3,""max"":21.4,""min"":11.2},""6"":{""avg"":19.3,""max"":24.1,""min"":14.6},""7"":{""avg"":21.3,""max"":26.1,""min"":16.5},""8"":{""avg"":21.6,""max"":27.2,""min"":16.4},""9"":{""avg"":19.7,""max"":25.3,""min"":14.5},""10"":{""avg"":17.2,""max"":22.4,""min"":12.2},""11"":{""avg"":13.1,""max"":17.4,""min"":8.8},""12"":{""avg"":11.5,""max"":15.7,""min"":7.2}}","[""Weekend"",""One week"",""Short trip""]",Mid-range,5,3,3,2,4,4,3,4,2,City,1.5 million,"Pintxos, Bacalao al pil-pil",Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"A modern city known for its Guggenheim Museum, vibrant atmosphere, and delicious pintxos.","An industrial city turned cultural hotspot, home to the iconic Guggenheim Museum.",63.66,12.0,1.5,40.0,4.25,812.5,1553.43
asturias,Asturias,Spain,"Lush green landscapes meet rugged coastlines, offering a sense of tranquility and adventure with every breathtaking vista and charming village.",433.133.868,-594.192,"{""1"":{""avg"":8.3,""max"":12.2,""min"":4.8},""2"":{""avg"":9.3,""max"":13.5,""min"":5.6},""3"":{""avg"":10.3,""max"":15,""min"":6.4},""4"":{""avg"":12.2,""max"":17,""min"":7.9},""5"":{""avg"":14.5,""max"":19.2,""min"":10.4},""6"":{""avg"":16.9,""max"":21,""min"":13.4},""7"":{""avg"":19.2,""max"":23.5,""min"":15.5},""8"":{""avg"":19.4,""max"":24.1,""min"":15.6},""9"":{""avg"":17.5,""max"":22.1,""min"":13.7},""10"":{""avg"":15.2,""max"":19.6,""min"":11.4},""11"":{""avg"":11.3,""max"":15.1,""min"":7.9},""12"":{""avg"":9.7,""max"":13.5,""min"":6.4}}","[""One week"",""Short trip""]",Mid-range,4,4,5,4,3,4,3,2,4,,,,,,,,,,,,,,,
zermatt,Zermatt,Switzerland,"Nestled amid towering peaks, this charming alpine village offers crisp mountain air, stunning vistas, and a serene escape from the everyday hustle.",460.212.076,7.749.254,"{""1"":{""avg"":-3.4,""max"":0.1,""min"":-6},""2"":{""avg"":-0.4,""max"":4,""min"":-3.6},""3"":{""avg"":2,""max"":6.5,""min"":-1.5},""4"":{""avg"":4.1,""max"":9,""min"":-0.2},""5"":{""avg"":8,""max"":12.4,""min"":3.8},""6"":{""avg"":12.9,""max"":17.8,""min"":8.3},""7"":{""avg"":15,""max"":20.4,""min"":10.2},""8"":{""avg"":14.6,""max"":19.9,""min"":10},""9"":{""avg"":10.9,""max"":15.9,""min"":6.8},""10"":{""avg"":7,""max"":11.8,""min"":3.6},""11"":{""avg"":1.1,""max"":4.9,""min"":-1.5},""12"":{""avg"":-1.8,""max"":1.4,""min"":-4.3}}","[""One week"",""Short trip""]",Luxury,3,5,5,1,2,4,4,2,4,Town,500,"Fondue, Rsti, Raclette","Winter (Dec-Mar) for skiing, Summer (Jun-Sep) for hiking",High,Generally safe,Car-free town known for Matterhorn and skiing.,"A car-free town in the Swiss Alps, known for its Matterhorn peak, skiing, and hiking.",,,,,,,
glasgow,Glasgow,United Kingdom,"Lively streets filled with music, striking architecture, and a rich cultural scene make every corner of this city feel inviting and vibrant.",55.861.155,-42.501.687,"{""1"":{""avg"":4.3,""max"":6.8,""min"":1.4},""2"":{""avg"":5.3,""max"":8,""min"":2.3},""3"":{""avg"":6.7,""max"":9.5,""min"":3.8},""4"":{""avg"":8,""max"":12.3,""min"":3.5},""5"":{""avg"":11.7,""max"":16.1,""min"":7.2},""6"":{""avg"":14.2,""max"":18.3,""min"":10.1},""7"":{""avg"":15.4,""max"":19.1,""min"":11.5},""8"":{""avg"":14.9,""max"":18.6,""min"":11},""9"":{""avg"":12.9,""max"":16.7,""min"":9.1},""10"":{""avg"":10,""max"":13.2,""min"":6.6},""11"":{""avg"":6.5,""max"":9.4,""min"":3.4},""12"":{""avg"":5.4,""max"":7.8,""min"":2.6}}","[""Weekend"",""One week"",""Short trip""]",Mid-range,4,2,3,1,4,4,3,4,2,,,,,,,,,,,,,,,
innsbruck,Innsbruck,Austria,"Nestled in the heart of the Alps, this city offers stunning mountain views, charming old town streets, and a blend of urban and outdoor adventures.",472.654.296,113.927.685,"{""1"":{""avg"":-1.4,""max"":3.2,""min"":-5.6},""2"":{""avg"":0.5,""max"":5.9,""min"":-4.1},""3"":{""avg"":2.8,""max"":8.7,""min"":-2.6},""4"":{""avg"":6.6,""max"":12.6,""min"":0.8},""5"":{""avg"":10,""max"":15.5,""min"":4.8},""6"":{""avg"":15.4,""max"":21.5,""min"":9.9},""7"":{""avg"":16.5,""max"":22.6,""min"":11.3},""8"":{""avg"":16.2,""max"":22.5,""min"":10.9},""9"":{""avg"":12.3,""max"":18.6,""min"":7.3},""10"":{""avg"":8.9,""max"":15,""min"":4.1},""11"":{""avg"":3.1,""max"":8.3,""min"":-1.1},""12"":{""avg"":0,""max"":4.5,""min"":-3.8}}","[""Short trip"",""Weekend"",""One week""]",Mid-range,4,5,5,1,3,4,3,3,3,City,2 million,"Tiroler Grstl, Kaiserschmarrn, Speck","Winter (Dec-Mar) for skiing, Summer (Jun-Sept)",Medium-high,Generally safe,"A picturesque city in the Alps, known for skiing, hiking, and historic landmarks.","A gateway to the Austrian Alps, Innsbruck offers both historical charm and outdoor adventure.",73.94,12.5,2.8,54.0,6.5,779.17,1892.42
brussels,Brussels,Belgium,"Charming cobblestone streets, the scent of fresh waffles, and vibrant squares create an inviting atmosphere perfect for leisurely exploration.",508.465.573,4.351.697,"{""1"":{""avg"":3.9,""max"":6.2,""min"":1.9},""2"":{""avg"":5.4,""max"":8.5,""min"":2.4},""3"":{""avg"":7.4,""max"":12.2,""min"":3.8},""4"":{""avg"":10,""max"":14.8,""min"":5.5},""5"":{""avg"":14.2,""max"":19,""min"":9.5},""6"":{""avg"":17.8,""max"":22.5,""min"":13.1},""7"":{""avg"":19,""max"":23.6,""min"":14.4},""8"":{""avg"":19.1,""max"":23.8,""min"":14.8},""9"":{""avg"":15.8,""max"":20.4,""min"":11.4},""10"":{""avg"":12.4,""max"":15.9,""min"":9.2},""11"":{""avg"":7.3,""max"":10.3,""min"":5},""12"":{""avg"":5.4,""max"":7.5,""min"":3.3}}","[""One week"",""Short trip"",""Weekend""]",Mid-range,4,2,3,1,3,4,3,4,2,City,10 million,"Waffles, Belgian Fries, Chocolate",Spring (April-May) or Fall (Sept-Oct),Medium-high,"Generally safe, but watch out for pickpockets","The capital of Belgium and the EU, known for its Grand Place, Manneken Pis, and Atomium.","A political and cultural hub with impressive architecture, museums, and a vibrant arts scene.",69.83,15.0,2.1,49.0,3.2,845.87,2312.38
brno,Brno,Czech Republic,"Charming cobblestone streets and vibrant student life create an inviting energy, while historic architecture and cozy cafés offer delightful moments of discovery.",491.922.443,166.113.382,"{""1"":{""avg"":0.1,""max"":2.8,""min"":-2.7},""2"":{""avg"":2.8,""max"":6.2,""min"":-0.9},""3"":{""avg"":5.6,""max"":11.5,""min"":1.3},""4"":{""avg"":10.3,""max"":15.5,""min"":4.8},""5"":{""avg"":14.9,""max"":20,""min"":9.5},""6"":{""avg"":20,""max"":25.4,""min"":14.2},""7"":{""avg"":21.5,""max"":27.4,""min"":15.4},""8"":{""avg"":21.6,""max"":27.2,""min"":16},""9"":{""avg"":16.4,""max"":21.5,""min"":11.5},""10"":{""avg"":10.9,""max"":15.1,""min"":6.9},""11"":{""avg"":5.3,""max"":8.2,""min"":2.3},""12"":{""avg"":1.6,""max"":3.9,""min"":-0.9}}","[""Short trip"",""Weekend""]",Budget,4,3,3,1,3,4,3,3,2,,,,,,,,,,,,,,,
tartu,Tartu,Estonia,"Charming cobblestone streets and vibrant student life create a lively yet laid-back atmosphere, perfect for exploring quaint cafes and historic architecture.",583.801.207,2.672.245,"{""1"":{""avg"":-3.2,""max"":-1,""min"":-5.6},""2"":{""avg"":-2.3,""max"":0.2,""min"":-4.8},""3"":{""avg"":0.5,""max"":4.7,""min"":-2.6},""4"":{""avg"":5.8,""max"":11,""min"":1.2},""5"":{""avg"":11.8,""max"":17.4,""min"":5.5},""6"":{""avg"":16.8,""max"":22.2,""min"":10.8},""7"":{""avg"":17.9,""max"":22.8,""min"":13},""8"":{""avg"":17.3,""max"":22.4,""min"":12.7},""9"":{""avg"":12.7,""max"":17.4,""min"":9},""10"":{""avg"":6.6,""max"":9.9,""min"":3.8},""11"":{""avg"":2.4,""max"":4.2,""min"":0.5},""12"":{""avg"":-1.1,""max"":0.7,""min"":-3.3}}","[""Short trip"",""Weekend""]",Budget,4,2,3,1,3,3,3,3,3,,,,,,,,,48.92,6.0,1.5,15.34,2.8,377.89,1032.52
prague,Prague,Czech Republic,"Cobblestone streets and Gothic architecture create a fairytale-like atmosphere, where historic charm and modern culture blend seamlessly along the river.",500.874.654,144.212.535,"{""1"":{""avg"":1.2,""max"":3.4,""min"":-1.7},""2"":{""avg"":2.7,""max"":6,""min"":-0.8},""3"":{""avg"":5.3,""max"":10.3,""min"":0.7},""4"":{""avg"":9.7,""max"":14.7,""min"":4},""5"":{""avg"":14.4,""max"":19.4,""min"":8.3},""6"":{""avg"":19.4,""max"":24.6,""min"":13.1},""7"":{""avg"":20.7,""max"":26.3,""min"":14.3},""8"":{""avg"":20.6,""max"":26.2,""min"":14.6},""9"":{""avg"":15.7,""max"":21,""min"":10.5},""10"":{""avg"":10.6,""max"":14.9,""min"":6.5},""11"":{""avg"":5.2,""max"":7.8,""min"":2.3},""12"":{""avg"":2.8,""max"":4.8,""min"":0.2}}","[""One week"",""Short trip"",""Weekend""]",Mid-range,5,2,3,1,4,4,3,5,2,,,,,,,,,,,,,,,
